rid,age,race,latino,vote12,vote16,media,partyid,income,obama.th,trump.th,biden.th
3864,33,1,2,2,2,2,1,18,85,0,15
3865,22,1,2,2,2,4,2,1,0,100,0
3866,37,1,2,2,2,,2,13,0,85,15
3867,69,1,2,2,1,3,2,9,15,100,0
3868,44,2,2,1,,1,3,1,100,0,50
3869,75,1,2,1,1,,2,18,50,60,50
3870,44,3,1,2,2,2,3,2,85,30,70
3871,23,3,1,2,2,4,1,18,95,0,70
3872,19,1,2,2,2,2,1,18,85,0,70
3873,66,3,1,1,,2,1,14,85,0,85
3874,63,2,2,1,1,3,1,10,100,30,100
3875,,1,2,1,1,1,2,12,0,90,5
3876,62,1,2,1,1,1,1,10,100,0,100
3877,60,1,2,2,,3,3,8,40,50,50
3878,44,1,2,1,,,1,1,100,0,70
3879,59,1,2,1,1,3,3,15,50,70,40
3880,42,1,2,1,,2,2,20,75,0,60
3881,38,1,2,2,,,3,13,60,85,0
3882,30,1,2,1,,2,2,13,0,100,15
3883,27,1,2,1,,3,3,11,70,30,40
3884,66,1,2,1,,1,1,4,100,0,100
3885,55,2,2,2,,2,1,8,100,0,100
3886,34,1,2,1,2,,3,3,80,5,60
3887,72,1,2,1,2,2,3,18,15,85,0
3888,18,1,2,2,,2,2,10,0,100,0
3889,80,1,2,1,1,2,2,,15,70,0
3890,28,3,1,2,,3,,9,85,0,70
3891,57,1,2,2,,,3,4,30,100,15
3892,71,2,2,1,,2,1,7,100,0,100
3893,70,1,2,1,,2,1,5,85,0,85
3894,38,1,2,1,1,2,3,16,70,15,50
3895,46,1,2,1,,3,1,19,100,0,100
3896,44,1,2,1,,1,1,16,100,0,95
3897,79,1,2,1,1,1,2,,0,100,0
3898,43,1,2,1,,2,1,22,100,0,85
3899,43,1,2,1,1,2,5,15,15,85,5
3900,,1,2,2,2,4,2,22,0,100,0
3901,61,1,2,1,1,2,3,1,100,0,85
3902,61,1,2,1,1,1,2,11,0,99,0
3903,38,4,2,2,2,,3,19,85,0,15
3904,60,2,2,1,,1,3,14,100,30,70
3905,23,2,2,2,,3,1,19,100,0,85
3906,41,1,2,2,,2,1,4,100,0,85
3907,49,1,2,1,,2,2,13,15,50,40
3908,39,1,2,2,1,3,2,21,0,100,0
3909,32,1,2,2,1,2,2,10,50,100,0
3910,46,1,2,1,1,1,2,,15,100,15
3911,43,1,2,1,,2,5,19,100,100,30
3912,58,1,2,2,,4,2,5,0,100,0
3913,25,2,2,2,,4,3,1,100,15,70
3914,37,4,2,2,2,3,2,11,85,50,70
3915,60,1,2,2,,2,3,6,50,60,30
3916,34,1,2,2,,3,2,15,50,60,30
3917,37,5,2,1,1,2,5,1,50,20,0
3918,69,1,2,1,,,2,10,30,85,30
3919,40,1,2,2,,3,3,22,85,30,60
3920,43,5,2,1,1,2,3,17,85,0,70
3921,21,1,2,2,2,2,3,1,60,15,60
3922,64,1,2,1,1,2,1,1,85,0,85
3923,46,1,2,1,1,3,1,16,100,0,95
3924,41,3,1,1,1,2,3,5,30,100,100
3925,32,1,2,2,,3,3,11,85,,0
3926,67,2,2,1,1,1,1,1,,,
3927,,1,2,1,,3,1,11,100,0,85
3928,80,1,2,1,,,1,10,100,0,100
3929,73,1,2,2,,3,3,4,85,0,60
3930,36,1,2,2,1,4,5,11,0,50,0
3931,76,4,2,1,1,3,1,1,85,60,70
3932,80,1,2,1,1,2,2,2,30,85,40
3933,21,2,2,2,2,3,3,11,100,0,60
3934,77,1,2,1,,4,2,7,0,100,0
3935,47,3,1,1,1,,1,15,100,50,100
3936,29,2,2,1,,2,2,13,70,70,60
3937,42,1,2,2,,2,3,12,0,70,0
3938,43,5,2,2,2,1,3,17,85,0,70
3939,45,4,2,2,2,3,3,11,0,60,0
3940,,3,1,2,2,2,3,17,60,20,40
3941,49,1,2,1,,1,1,19,100,0,100
3942,75,1,2,2,2,4,2,,0,100,0
3943,80,1,2,1,,,2,10,15,85,0
3944,39,2,2,1,1,2,1,15,100,15,100
3945,73,1,2,1,1,1,1,22,85,0,100
3946,26,3,1,2,,2,3,22,15,100,0
3947,59,1,2,1,,3,1,1,50,100,0
3948,25,1,2,2,1,4,3,4,40,30,40
3949,28,2,2,1,,2,1,4,85,0,70
3950,22,1,2,2,1,4,3,17,65,45,35
3951,40,3,1,2,2,4,3,1,85,0,70
3952,47,1,2,1,,,1,20,97,2,93
3953,56,1,2,1,,2,1,20,100,0,70
3954,32,1,2,1,1,2,2,21,15,85,0
3955,78,2,2,1,,2,1,,100,0,100
3956,72,1,2,1,1,3,1,22,100,0,85
3957,34,1,2,1,1,3,1,20,85,0,70
3958,70,1,2,1,,3,5,11,,,
3959,26,1,2,1,,3,3,7,100,15,60
3960,27,3,1,2,2,4,1,6,90,0,65
3961,74,1,2,1,,2,2,22,0,100,0
3962,64,1,2,1,1,2,2,8,0,100,0
3963,80,1,2,1,1,2,2,9,30,85,30
3964,58,1,2,1,1,2,3,21,50,90,30
3965,56,1,2,2,,2,2,19,0,85,30
3966,68,1,2,1,1,,1,17,85,0,85
3967,78,1,2,1,1,1,1,8,100,0,100
3968,,4,2,2,,3,3,21,100,60,60
3969,20,1,2,2,,3,1,12,85,15,60
3970,33,2,2,1,1,3,1,7,100,60,85
3971,80,1,2,1,1,2,3,5,100,15,85
3972,50,1,2,1,1,,1,13,86,15,70
3973,62,3,1,1,1,,1,15,100,0,85
3974,35,1,2,2,,2,1,22,85,0,75
3975,63,3,1,1,,3,3,20,70,0,50
3976,70,2,2,1,,2,1,2,100,0,100
3977,27,1,2,1,1,1,3,5,60,0,60
3978,62,1,2,1,1,2,3,4,30,86,40
3979,29,1,2,2,,3,1,16,90,0,65
3980,61,2,2,1,1,2,1,4,85,0,70
3981,19,4,2,2,2,2,1,1,70,0,85
3982,27,1,2,2,,4,2,16,0,100,0
3983,73,1,2,1,,,2,14,30,85,0
3984,31,1,2,1,2,,3,5,70,70,0
3985,50,1,2,1,,1,3,22,80,0,80
3986,60,2,2,1,1,,1,1,100,0,85
3987,55,5,2,1,,2,3,,2,85,
3988,30,1,2,1,,3,3,5,0,0,0
3989,25,4,2,2,2,3,3,3,70,40,15
3990,20,1,2,2,2,3,3,1,30,50,40
3991,,,,1,,,3,,,,
3992,47,1,2,2,,2,1,10,100,0,85
3993,61,1,2,1,1,1,3,12,50,85,40
3994,29,1,2,1,2,4,3,3,60,50,50
3995,70,1,2,1,1,2,2,10,15,100,0
3996,56,3,1,1,1,1,1,2,100,0,85
3997,59,1,2,1,,2,3,20,100,0,70
3998,73,1,2,1,,2,1,16,100,15,85
3999,71,1,2,1,1,1,5,1,,,
4000,32,4,2,1,,2,1,20,90,0,60
4001,79,1,2,1,,,3,21,70,70,60
4002,,1,2,1,,1,3,16,100,0,85
4003,49,1,2,1,1,3,1,1,85,0,60
4004,43,1,2,1,,3,3,12,100,0,60
4005,39,3,1,1,,1,3,13,85,0,70
4006,46,2,2,2,,1,1,13,100,0,100
4007,47,1,2,2,2,1,3,6,50,70,70
4008,72,1,2,1,1,1,2,11,0,100,0
4009,78,4,2,1,,,1,18,85,15,85
4010,68,1,2,1,1,3,2,19,0,90,0
4011,47,1,2,2,1,4,2,20,0,90,15
4012,74,1,2,1,1,2,3,10,,,
4013,,1,2,1,,,2,,50,100,0
4014,73,1,2,1,1,2,1,15,100,0,100
4015,31,1,2,1,1,1,3,17,80,0,70
4016,60,2,2,1,,1,3,1,85,0,85
4017,54,1,2,1,,2,1,21,100,0,100
4018,54,1,2,1,1,1,1,18,100,0,100
4019,76,1,2,1,1,2,1,5,100,0,100
4020,67,1,2,2,,4,3,4,100,0,70
4021,59,1,2,1,1,,3,21,0,85,15
4022,30,1,2,1,1,4,2,14,13,85,35
4023,67,1,2,1,1,,2,17,0,100,0
4024,62,1,2,1,1,2,2,,0,70,0
4025,24,1,2,2,,2,2,4,60,70,15
4026,20,6,2,2,2,1,1,19,100,0,85
4027,59,2,2,1,1,1,1,14,100,0,100
4028,54,1,2,1,2,2,3,5,85,40,100
4029,59,1,2,2,2,3,3,,85,0,50
4030,39,1,2,2,2,4,2,1,55,45,50
4031,28,1,2,2,,3,2,15,30,100,0
4032,47,1,2,1,,3,1,21,100,15,70
4033,61,1,2,1,1,2,2,22,,,
4034,37,1,2,1,,2,3,16,100,0,70
4035,40,2,2,2,,,1,8,100,40,100
4036,70,1,2,2,,3,1,4,100,0,100
4037,69,1,2,1,,2,3,,40,90,0
4038,64,1,2,1,,2,2,20,0,100,0
4039,48,1,2,1,,2,2,18,70,70,0
4040,54,6,2,2,,1,3,10,50,80,30
4041,74,1,2,1,,2,2,11,30,85,0
4042,28,1,2,2,2,3,3,11,50,0,50
4043,39,1,2,2,,,2,,60,60,60
4044,57,4,2,1,1,,1,21,100,0,85
4045,44,1,2,2,,3,3,,50,100,50
4046,80,2,2,1,2,,2,,100,0,85
4047,31,1,2,1,1,3,2,13,0,100,0
4048,43,1,2,2,2,4,3,17,40,100,0
4049,37,1,2,1,1,2,1,19,100,0,70
4050,80,1,2,1,,2,2,10,50,100,15
4051,53,4,2,1,1,2,2,17,70,40,50
4052,65,1,2,1,,,1,2,0,100,0
4053,37,1,2,2,,1,2,17,0,85,0
4054,48,6,2,2,2,1,1,1,,15,100
4055,56,1,2,1,,1,3,19,95,0,95
4056,40,1,2,1,2,,2,17,30,85,15
4057,34,1,2,1,1,,1,9,100,0,100
4058,32,3,1,2,2,3,3,1,0,85,0
4059,30,1,2,2,,4,3,6,45,0,30
4060,34,1,2,2,,3,3,21,70,0,60
4061,80,1,2,1,1,2,1,6,85,0,85
4062,46,4,2,2,,3,1,22,50,0,60
4063,64,1,2,1,,2,3,17,50,40,40
4064,44,1,2,1,1,4,1,17,60,,60
4065,38,1,2,1,1,3,1,17,85,0,70
4066,76,1,2,1,1,1,1,11,85,0,85
4067,42,1,2,1,1,2,3,22,70,30,70
4068,24,1,2,2,,3,2,19,50,60,40
4069,28,6,2,1,1,2,3,8,100,10,60
4070,52,1,2,2,,3,2,21,70,0,60
4071,32,3,1,2,1,1,2,21,0,100,0
4072,62,1,2,1,,2,2,17,85,15,60
4073,41,1,2,1,,1,1,17,100,0,85
4074,19,6,2,2,2,3,1,17,85,0,60
4075,74,1,2,1,1,1,1,17,100,0,70
4076,40,1,2,1,,4,2,1,50,70,0
4077,26,1,2,1,1,3,3,11,40,0,30
4078,52,2,2,1,,,1,20,85,0,60
4079,46,6,2,1,,1,2,16,50,100,30
4080,41,1,2,1,1,3,1,12,100,0,40
4081,24,1,2,2,,2,2,4,60,100,0
4082,46,4,2,2,,2,3,11,0,90,0
4083,34,1,2,2,2,2,2,11,40,70,30
4084,76,1,2,1,1,1,1,14,100,0,100
4085,71,1,2,1,1,4,2,22,15,100,15
4086,52,1,2,1,,1,2,10,0,100,0
4087,78,1,2,1,1,2,2,4,0,100,0
4088,56,1,2,1,1,3,1,11,85,15,60
4089,,1,2,1,1,2,3,,100,0,70
4090,38,6,2,2,2,3,3,1,50,50,30
4091,63,2,2,1,,2,1,2,100,0,100
4092,65,1,2,1,1,1,2,8,0,100,0
4093,44,1,2,2,2,2,2,15,50,100,0
4094,62,1,2,1,1,2,3,12,0,85,15
4095,29,1,2,1,1,2,3,5,85,15,60
4096,38,3,1,2,,,1,13,100,0,85
4097,34,1,2,1,1,,1,21,100,0,95
4098,56,1,2,1,1,2,3,17,95,0,70
4099,55,1,2,1,1,1,1,20,95,1,75
4100,67,1,2,2,,,5,10,0,85,0
4101,34,6,2,1,,3,1,1,100,0,100
4102,80,1,2,1,,1,1,1,0,,
4103,30,1,2,2,2,3,2,17,10,70,0
4104,55,1,2,1,1,3,2,16,50,85,40
4105,30,1,2,2,,1,1,19,15,0,50
4106,66,1,2,1,,1,1,21,100,0,85
4107,31,1,2,1,,2,3,9,70,0,50
4108,41,1,2,1,,2,3,13,85,20,60
4109,71,1,2,1,,1,1,17,100,0,85
4110,60,1,2,1,1,2,3,9,100,0,70
4111,58,1,2,2,,1,2,3,15,90,0
4112,36,1,2,2,,3,2,3,85,10,65
4113,60,1,2,1,,1,1,19,90,0,85
4114,,1,2,1,1,,2,,0,100,0
4115,,6,2,1,1,2,5,,,,
4116,77,1,2,1,,2,1,22,100,,100
4117,28,1,2,1,2,,3,21,60,10,50
4118,40,1,2,1,,2,3,10,40,70,70
4119,61,1,2,1,1,2,2,16,30,40,30
4120,45,2,2,1,2,2,3,10,50,50,50
4121,21,1,2,2,,2,2,,0,85,0
4122,27,1,2,1,,3,3,1,85,30,60
4123,28,1,2,1,1,2,1,5,70,0,60
4124,37,2,2,2,,2,2,1,40,85,15
4125,24,1,2,2,,2,2,7,100,100,85
4126,72,1,2,1,1,2,3,,60,0,50
4127,60,1,2,1,,4,3,22,85,15,70
4128,29,1,2,1,1,4,3,9,70,15,40
4129,70,1,2,1,,1,3,4,75,0,70
4130,65,1,2,1,1,2,3,20,100,15,85
4131,60,1,2,1,,2,1,17,100,0,100
4132,64,1,2,1,,3,1,22,85,0,70
4133,61,1,2,2,,3,3,10,0,100,0
4134,62,1,2,1,1,1,3,17,100,0,100
4135,70,1,2,1,,2,1,4,85,0,85
4136,40,1,2,1,1,4,2,,0,100,0
4137,36,2,2,1,,3,1,15,100,0,85
4138,41,4,2,1,,,2,22,85,40,50
4139,68,1,2,1,1,2,5,22,100,0,85
4140,56,1,2,1,2,3,3,2,0,100,0
4141,29,6,2,1,1,2,3,6,85,0,85
4142,58,1,2,1,,2,2,21,15,85,0
4143,,2,2,1,,2,1,20,85,60,70
4144,80,1,2,1,1,,2,11,30,85,0
4145,25,1,2,2,1,1,1,10,85,0,70
4146,72,2,2,1,,1,1,1,,,
4147,47,1,2,1,1,3,2,9,85,85,30
4148,50,3,1,2,,,1,6,70,15,60
4149,53,1,2,1,1,,1,,,0,70
4150,50,1,2,1,,3,2,16,15,100,0
4151,46,1,2,2,2,2,2,18,0,100,0
4152,60,1,2,1,2,2,2,17,60,60,40
4153,66,1,2,1,,3,2,4,50,85,30
4154,26,3,1,2,,3,3,4,45,65,45
4155,71,1,2,1,1,3,2,21,40,70,30
4156,40,6,2,2,,2,2,1,100,0,100
4157,75,1,2,1,,1,2,17,30,85,30
4158,49,1,2,2,,3,1,16,100,0,50
4159,57,1,2,2,1,2,3,2,40,85,
4160,36,1,2,1,,,3,17,70,0,30
4161,29,3,1,1,,,3,13,40,0,60
4162,57,1,2,1,,3,1,19,90,0,90
4163,57,1,2,1,1,3,2,21,30,85,15
4164,36,1,2,1,,3,2,5,0,100,0
4165,74,1,2,1,,2,2,,15,85,15
4166,63,1,2,1,,2,2,10,15,85,0
4167,42,1,2,1,,2,2,10,50,100,0
4168,,4,2,2,,2,3,22,85,0,70
4169,28,1,2,2,,4,3,8,0,10,10
4170,69,1,2,1,1,2,5,18,100,0,85
4171,56,1,2,1,,2,1,10,100,0,95
4172,23,2,2,2,,2,1,9,100,0,60
4173,62,1,2,2,,3,1,12,85,15,85
4174,58,1,2,1,,2,2,22,30,100,15
4175,23,1,2,2,1,,1,8,85,0,65
4176,34,6,2,2,,2,3,10,85,0,60
4177,62,1,2,1,1,,2,17,0,100,0
4178,28,4,2,1,1,,1,8,100,40,50
4179,54,1,2,1,,2,2,19,45,30,30
4180,,1,2,,,2,3,1,15,70,0
4181,20,2,2,2,1,2,1,1,100,0,100
4182,76,1,2,2,1,,3,6,0,70,0
4183,54,1,2,1,1,3,1,4,75,0,60
4184,71,1,2,1,,2,1,14,100,0,85
4185,20,6,2,2,2,1,2,1,0,70,0
4186,44,1,2,2,2,1,3,1,100,0,100
4187,,2,2,1,1,2,1,10,100,15,70
4188,30,3,1,1,,4,2,20,60,70,0
4189,,,,1,1,2,3,,15,100,30
4190,43,1,2,1,,,1,8,15,60,60
4191,,1,2,2,,3,2,14,70,60,50
4192,58,1,2,1,,2,2,19,40,60,0
4193,75,1,2,1,,1,1,1,85,0,85
4194,58,2,2,1,1,3,1,7,100,50,100
4195,71,1,2,1,1,2,2,12,0,85,0
4196,64,1,2,1,1,2,2,,0,100,0
4197,,2,2,1,2,2,1,,70,50,70
4198,66,1,2,1,,1,3,4,85,0,85
4199,44,1,2,1,2,2,3,10,85,0,60
4200,,1,2,1,1,3,3,10,85,0,70
4201,75,1,2,1,1,1,1,3,100,0,100
4202,38,1,2,1,1,,1,6,75,80,20
4203,26,1,2,2,1,2,2,18,15,90,10
4204,69,1,2,1,,2,2,4,0,70,0
4205,51,1,2,1,1,2,3,19,85,15,85
4206,53,1,2,1,,,3,,90,0,90
4207,29,3,1,2,,2,3,9,0,15,0
4208,46,1,2,2,,2,2,4,0,100,0
4209,30,3,1,1,,2,3,6,85,30,60
4210,33,1,2,2,1,3,3,19,80,40,60
4211,65,2,2,1,1,2,1,1,70,50,85
4212,72,1,2,1,1,2,2,9,0,100,0
4213,31,1,2,2,,1,1,15,95,0,75
4214,80,1,2,1,1,2,2,14,15,85,0
4215,39,3,1,1,,4,3,20,50,70,0
4216,35,1,2,2,,2,3,1,50,30,0
4217,26,1,2,1,,3,2,6,70,0,50
4218,37,3,1,1,,1,3,6,100,15,100
4219,80,1,2,1,1,2,2,1,0,85,0
4220,34,1,2,1,1,2,1,22,85,0,70
4221,66,1,2,1,,1,1,10,100,0,85
4222,36,2,2,2,,,3,,70,70,50
4223,34,2,2,2,,,3,1,85,60,70
4224,63,2,2,1,1,2,3,9,100,0,85
4225,29,3,1,1,1,,1,8,100,0,100
4226,60,1,2,1,1,1,2,20,0,100,0
4227,,5,2,1,2,,3,,60,30,50
4228,73,1,2,1,,2,2,6,85,85,30
4229,25,1,2,2,2,,2,8,50,90,40
4230,55,1,2,1,2,1,3,22,100,0,100
4231,27,2,2,1,,2,1,1,100,0,100
4232,22,4,2,2,,3,1,20,90,20,65
4233,77,1,2,1,1,3,1,6,100,0,100
4234,26,,,2,2,3,5,1,50,50,50
4235,19,1,2,2,2,,1,17,100,0,100
4236,,,,1,,,2,,70,0,70
4237,76,1,2,1,1,,2,5,60,70,50
4238,60,1,2,1,1,2,3,22,0,95,0
4239,64,1,2,2,,,2,6,40,100,50
4240,19,3,1,2,,4,5,1,50,50,50
4241,42,6,2,2,1,3,3,11,60,60,40
4242,80,1,2,1,1,2,2,12,30,60,30
4243,65,2,2,1,1,1,1,19,100,0,100
4244,57,1,2,2,2,,1,5,85,85,100
4245,,1,2,2,1,,3,,0,100,0
4246,80,1,2,1,,2,1,7,100,12,85
4247,39,1,2,1,2,2,2,17,70,100,30
4248,76,1,2,1,,2,2,11,25,95,15
4249,44,2,2,1,,1,1,7,85,0,70
4250,29,3,1,2,,3,3,1,70,60,60
4251,59,1,2,1,,2,2,12,0,100,0
4252,37,1,2,1,1,2,3,10,85,0,70
4253,66,1,2,1,,4,2,1,0,100,0
4254,71,1,2,1,,2,3,17,30,85,30
4255,35,1,2,1,1,2,1,17,85,0,50
4256,47,1,2,1,1,2,2,15,30,85,30
4257,40,3,1,1,1,4,2,1,0,100,0
4258,80,1,2,2,2,2,2,3,0,85,0
4259,19,6,2,2,2,2,2,4,15,100,0
4260,19,3,1,2,,3,3,4,100,0,25
4261,38,3,1,1,,3,3,11,100,60,50
4262,73,1,2,1,,1,3,22,40,85,15
4263,41,1,2,1,1,2,1,22,85,0,70
4264,54,1,2,1,,,3,,50,85,30
4265,69,1,2,1,1,,1,14,85,15,70
4266,22,1,2,2,2,2,1,3,65,0,45
4267,20,6,2,2,2,3,1,1,85,15,50
4268,48,1,2,1,1,1,1,19,100,0,70
4269,72,1,2,1,,2,3,14,70,0,70
4270,80,1,2,1,1,3,2,5,0,85,0
4271,42,1,2,1,1,3,2,16,60,15,15
4272,26,1,2,1,,2,3,11,70,0,60
4273,41,1,2,1,,,1,19,100,0,100
4274,35,2,2,1,2,4,1,1,100,0,85
4275,53,1,2,2,1,4,2,1,50,60,0
4276,77,1,2,1,,1,1,20,100,0,100
4277,25,3,1,2,2,1,1,15,100,0,50
4278,66,1,2,1,1,2,2,,15,70,15
4279,63,1,2,1,1,4,1,7,85,0,40
4280,40,1,2,1,1,3,2,1,40,50,30
4281,69,5,2,1,1,1,3,8,30,85,0
4282,48,1,2,2,,3,1,4,100,50,50
4283,29,1,2,1,1,3,3,15,50,60,30
4284,37,1,2,2,,3,1,20,60,70,30
4285,24,2,2,2,,3,1,11,77,0,60
4286,28,2,2,2,2,4,3,2,100,50,60
4287,,1,2,1,1,2,1,7,85,0,85
4288,37,1,2,1,,1,1,17,100,0,85
4289,68,1,2,1,1,1,1,19,100,0,100
4290,70,1,2,1,1,2,3,10,0,50,0
4291,80,1,2,1,1,1,2,16,0,100,0
4292,66,1,2,1,,2,1,,80,15,70
4293,46,1,2,1,,2,1,14,100,0,60
4294,19,3,1,2,2,2,1,,70,0,65
4295,,,,1,,1,1,,100,0,100
4296,60,3,1,1,1,3,3,9,85,15,70
4297,57,1,2,2,1,3,1,20,70,0,55
4298,58,1,2,1,,2,1,12,85,0,70
4299,76,1,2,1,,1,2,22,0,100,0
4300,80,1,2,2,,2,2,9,60,75,25
4301,22,1,2,2,2,,3,22,50,50,30
4302,75,1,2,1,,1,1,,98,3,100
4303,58,1,2,1,,3,2,1,10,100,50
4304,51,1,2,1,1,2,1,12,92,0,85
4305,23,3,1,2,2,2,3,1,60,40,35
4306,47,1,2,1,1,2,3,11,85,0,60
4307,73,6,2,2,,3,2,1,0,70,0
4308,48,1,2,1,,1,1,17,100,0,100
4309,66,4,2,1,,2,2,14,60,70,50
4310,47,1,2,1,1,3,3,8,0,15,60
4311,67,1,2,1,1,2,2,14,30,85,15
4312,62,2,2,1,1,3,1,18,10,0,100
4313,40,1,2,2,,2,1,4,100,0,85
4314,41,1,2,1,,2,2,,50,0,15
4315,74,1,2,1,1,2,2,4,30,85,30
4316,38,1,2,1,1,2,3,18,100,0,70
4317,65,1,2,1,,1,1,21,100,0,85
4318,46,2,2,1,,4,1,3,100,0,85
4319,35,1,2,1,2,2,2,20,25,75,25
4320,71,1,2,1,1,2,2,14,30,,
4321,51,2,2,1,,3,1,18,85,0,70
4322,,1,2,2,,4,2,20,60,70,50
4323,80,1,2,1,1,,1,4,85,0,85
4324,,1,2,1,,2,1,,100,0,100
4325,52,1,2,1,1,2,1,21,100,0,100
4326,62,2,2,2,2,3,3,,85,0,60
4327,39,1,2,1,1,3,1,21,95,1,75
4328,74,1,2,1,1,1,1,7,100,0,90
4329,19,1,2,2,,3,1,10,85,25,75
4330,70,1,2,1,1,1,3,4,100,,100
4331,28,6,2,2,,3,5,19,50,15,50
4332,56,1,2,1,,2,2,22,60,60,60
4333,62,1,2,1,1,1,1,20,100,0,100
4334,27,1,2,1,1,2,1,1,40,0,40
4335,45,1,2,2,,1,2,7,0,100,40
4336,24,1,2,2,1,3,2,10,5,90,0
4337,65,1,2,1,1,2,3,13,100,0,85
4338,76,1,2,1,1,2,2,5,0,100,0
4339,19,2,2,2,,3,1,3,85,15,50
4340,39,1,2,1,,3,3,18,100,60,70
4341,65,1,2,1,1,,2,11,0,70,0
4342,36,1,2,2,,3,3,22,90,0,75
4343,45,1,2,2,,3,3,12,60,70,30
4344,69,1,2,1,,2,1,8,100,0,70
4345,21,1,2,2,2,3,2,1,60,60,50
4346,46,3,1,1,,3,3,1,100,50,50
4347,44,1,2,1,,2,2,22,,60,40
4348,60,1,2,1,,2,1,21,100,,100
4349,67,4,2,1,1,2,3,6,0,0,50
4350,77,1,2,,2,2,3,,70,15,70
4351,57,1,2,1,,2,2,17,0,100,0
4352,37,4,2,2,2,3,1,8,100,15,70
4353,71,1,2,1,1,2,2,21,30,100,15
4354,28,1,2,1,2,3,1,5,100,0,0
4355,49,1,2,1,1,2,2,20,30,100,0
4356,57,1,2,1,,2,3,5,100,0,85
4357,49,4,2,1,,2,1,22,85,85,15
4358,70,1,2,2,,3,3,2,85,0,70
4359,32,3,1,2,,,1,6,100,0,100
4360,77,3,1,1,2,1,3,9,30,70,50
4361,47,1,2,1,,1,3,4,100,0,100
4362,80,1,2,1,,2,1,11,100,15,85
4363,30,1,2,1,,1,2,16,15,100,0
4364,33,,2,2,2,4,1,7,85,0,0
4365,61,1,2,1,1,2,3,8,70,30,70
4366,29,4,2,1,1,3,3,17,0,70,0
4367,65,1,2,1,1,2,3,1,75,30,70
4368,28,1,2,1,,3,1,8,90,0,75
4369,36,3,1,1,1,2,3,,70,0,60
4370,71,1,2,2,2,3,1,1,100,50,85
4371,35,6,2,1,1,2,1,3,100,0,85
4372,50,1,2,1,,1,1,21,100,0,95
4373,,1,2,1,,2,1,,100,0,100
4374,,1,2,2,,3,2,,70,0,60
4375,68,1,2,1,1,1,2,7,0,100,0
4376,,1,2,1,1,3,5,11,70,40,30
4377,55,1,2,1,2,3,2,6,0,100,0
4378,26,2,2,2,,,3,,85,15,85
4379,60,1,2,1,,2,2,1,15,40,0
4380,39,1,2,1,,3,2,1,85,15,50
4381,51,2,2,1,,1,1,10,100,30,85
4382,55,1,2,1,1,2,3,4,20,35,70
4383,58,1,2,1,,3,1,,80,30,60
4384,70,1,2,1,1,2,5,4,30,60,60
4385,27,1,2,2,,3,1,8,70,0,40
4386,52,1,2,2,2,4,2,5,70,70,15
4387,28,3,1,2,2,,2,15,40,100,0
4388,40,1,2,1,1,2,2,17,0,100,0
4389,38,1,2,1,2,2,3,1,70,30,50
4390,46,1,2,1,1,1,3,22,90,0,85
4391,33,1,2,2,1,3,1,12,85,0,60
4392,69,2,2,1,1,2,1,10,70,0,70
4393,44,1,2,1,,2,3,20,70,60,50
4394,53,5,2,1,1,1,3,8,0,100,0
4395,71,2,2,1,,2,1,7,100,0,100
4396,67,2,2,1,1,2,1,20,100,0,85
4397,59,1,2,2,1,3,3,,0,70,0
4398,67,1,2,1,1,1,1,20,70,0,70
4399,26,1,2,1,2,2,3,21,70,0,40
4400,43,1,2,1,1,3,2,19,80,30,75
4401,51,5,2,2,2,3,3,1,100,30,0
4402,35,3,1,1,1,2,1,4,100,0,100
4403,72,1,2,1,1,2,3,10,70,0,60
4404,66,1,2,1,,2,2,20,0,100,0
4405,50,2,2,1,,3,1,2,100,0,100
4406,70,3,1,1,,,1,10,50,70,30
4407,41,4,2,1,,3,1,18,85,0,60
4408,36,1,2,1,,,3,11,30,95,30
4409,25,5,2,1,2,3,3,1,100,0,60
4410,46,1,2,1,,3,2,17,10,95,0
4411,35,1,2,1,,,2,1,0,100,0
4412,57,6,2,2,,,1,18,100,0,85
4413,50,,,1,1,4,5,18,50,40,30
4414,41,1,2,1,1,4,3,14,0,90,0
4415,45,4,2,2,1,2,3,12,85,0,85
4416,69,1,2,1,,2,2,17,25,100,25
4417,21,1,2,2,2,,2,5,85,60,30
4418,80,1,2,1,1,2,2,,60,30,50
4419,39,1,2,2,1,3,1,20,50,15,50
4420,,1,2,2,,2,3,,0,100,0
4421,38,6,2,2,1,2,3,8,8,85,0
4422,38,1,2,1,,3,1,11,100,0,85
4423,41,6,2,1,,1,1,8,95,0,70
4424,26,3,1,1,1,4,3,6,100,30,85
4425,40,2,2,1,1,4,1,4,100,0,85
4426,,1,2,,,3,,12,70,40,20
4427,51,1,2,1,,2,2,18,40,85,30
4428,46,1,2,1,,2,1,18,100,0,85
4429,64,1,2,1,,2,1,10,100,0,100
4430,,,2,1,1,2,1,,85,30,70
4431,35,3,1,1,2,3,2,9,50,50,50
4432,62,1,2,1,1,,2,15,0,100,0
4433,70,2,2,1,1,1,1,21,100,0,85
4434,50,1,2,1,,2,1,20,90,0,60
4435,67,1,2,1,,2,2,6,0,100,
4436,,,,,,,3,,,,
4437,73,1,2,1,,2,1,19,100,0,85
4438,33,6,2,1,,3,1,19,100,0,70
4439,31,2,2,2,,,3,3,100,0,60
4440,20,4,2,2,2,2,1,21,95,0,70
4441,,,,1,,3,1,,100,0,100
